time,j0,j1,j2,j3,j4,j5,j6
0.522810,-0.422508,-0.371494,-0.186520,-0.032776,-0.685325,-0.096211,-0.127780
0.524808,-0.423545,-0.372750,-0.186514,-0.031760,-0.684960,-0.097211,-0.128312
0.526850,-0.424539,-0.374001,-0.186587,-0.030744,-0.684583,-0.098337,-0.128722
0.528796,-0.425566,-0.375247,-0.186638,-0.029373,-0.684194,-0.099389,-0.129059
0.530814,-0.426587,-0.376491,-0.186595,-0.028508,-0.683818,-0.100397,-0.129575
0.532822,-0.427603,-0.377731,-0.186643,-0.027772,-0.683430,-0.101661,-0.130082
0.534814,-0.428649,-0.378970,-0.186676,-0.026268,-0.683032,-0.102778,-0.130478
0.536820,-0.429652,-0.380167,-0.186699,-0.025496,-0.682647,-0.103816,-0.130809
0.538808,-0.430652,-0.381406,-0.186792,-0.024321,-0.682251,-0.104959,-0.131212
0.540883,-0.431684,-0.382646,-0.186779,-0.023436,-0.681869,-0.106017,-0.131655
0.542817,-0.432710,-0.383842,-0.186770,-0.022290,-0.681475,-0.107036,-0.132121
0.544808,-0.433730,-0.385083,-0.186841,-0.021414,-0.681049,-0.108161,-0.132600
0.546820,-0.434745,-0.386322,-0.186813,-0.020235,-0.680639,-0.109343,-0.132981
0.548805,-0.435755,-0.387558,-0.186794,-0.018968,-0.680243,-0.110422,-0.133410
0.550810,-0.436762,-0.388793,-0.186858,-0.018564,-0.679815,-0.111453,-0.133869
0.552812,-0.437765,-0.389988,-0.186902,-0.017035,-0.679380,-0.112580,-0.134238
0.554883,-0.438766,-0.391188,-0.186932,-0.016002,-0.678962,-0.113761,-0.134661
0.556819,-0.439765,-0.392430,-0.186953,-0.015000,-0.678536,-0.114843,-0.135115
0.558829,-0.440761,-0.393632,-0.186968,-0.014000,-0.678103,-0.115877,-0.135484
0.560816,-0.441756,-0.394836,-0.186900,-0.013000,-0.677663,-0.117003,-0.135904
0.562819,-0.442783,-0.396084,-0.186854,-0.012000,-0.677241,-0.118180,-0.136358
0.564809,-0.443805,-0.397290,-0.186899,-0.011000,-0.676811,-0.119265,-0.136726
0.566808,-0.444788,-0.398461,-0.186930,-0.009500,-0.676352,-0.120414,-0.137147
0.568884,-0.445770,-0.399677,-0.186952,-0.009000,-0.675889,-0.121603,-0.137498
0.570759,-0.446753,-0.400897,-0.186967,-0.008000,-0.675445,-0.122696,-0.137907
0.572823,-0.447769,-0.402078,-0.186977,-0.006500,-0.674995,-0.123738,-0.138354
0.574819,-0.448783,-0.403268,-0.186984,-0.006000,-0.674541,-0.124863,-0.138719
0.576811,-0.449757,-0.404462,-0.187066,-0.004500,-0.674082,-0.126037,-0.139137
0.578813,-0.450733,-0.405662,-0.187123,-0.003500,-0.673596,-0.127125,-0.139588
0.580823,-0.451711,-0.406865,-0.187085,-0.003000,-0.673132,-0.128273,-0.139957
0.582873,-0.452722,-0.408073,-0.187059,-0.001500,-0.672664,-0.129458,-0.140376
0.584786,-0.453731,-0.409246,-0.187041,-0.000500,-0.672193,-0.130554,-0.140829
0.586804,-0.454702,-0.410427,-0.187028,0.000500,-0.671718,-0.131706,-0.141198
0.588817,-0.455676,-0.411651,-0.187019,0.001500,-0.671219,-0.132892,-0.141618
